UNIQID,address,ethnicity,race,outcome,sex,Type,Dt,latitude,longitude
3707204,Mm 8 0 Briley S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,8/23/22,36.1635,-86.6896
3707784,Mm 7 4 Briley S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,8/31/22,36.1558,-86.6924
3707727,2600 Block Old Lebanon Pike,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,8/31/22,36.1701,-86.6724
3707783,Mm 10 6 Briley S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,8/31/22,36.1965,-86.6879
3708330,Mm 8 6 Briley S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,9/7/22,36.1719,-86.689
3709306,Briley Pkwy N & Elm Hill Pike,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,9/22/22,36.1521,-86.6907
3709304,Briley Pkwy N & Mcgavock Pike,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,9/22/22,36.2166,-86.6924
3709565,Mm 7 6 Briley N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,9/26/22,36.1587,-86.6922
3709721,Briley Pkwy N & Mcgavock Pike,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,9/28/22,36.2166,-86.6924
3711260,Briley Pkwy N & Lebanon Pke,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,10/25/22,36.1684,-86.6883
3711519,Briley Pkwy N & Lebanon Pke,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,10/28/22,36.1684,-86.6883
3712167,Mm 10 0 Briley S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/8/22,36.1877,-86.6895
3712274,Mm 215 2 I40 W,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/9/22,36.1438,-86.6895
3712294,Mm 11 2 Briley S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/9/22,36.2037,-86.6896
3712999,Mm 12 2 Briley S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/18/22,36.2186,-86.6931
3713218,Briley Pkwy N & Lebanon Pke,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/22/22,36.1684,-86.6883
3713440,Briley Pkwy S & Mcgavock Pke,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/28/22,36.2166,-86.6926
3713549,Briley Pkwy N & Elm Hill Pke,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/29/22,36.1521,-86.6907
3713900,Briley Pkwy N & Mcgavock Pke,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,12/2/22,36.2166,-86.6924
3714013,Exit 215b I40 W,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,12/5/22,36.1442,-86.692
3714640,Mm 218 2 I40 W,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,12/14/22,36.1497,-86.6393
3714833,Briley Pkwy N & Mcgavock Pke,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,12/18/22,36.2166,-86.6924
3690312,Bell Rd & Ned Shelton Rd,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,1/26/22,36.1048,-86.6285
3691026,1800 Block Reynolds Rd,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,1/31/22,36.102,-86.6507
3692382,Murfreesboro Pike & Spence Ln,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,2/17/22,36.1358,-86.725
3694660,Murfreesboro Pike & Spence Ln,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/9/22,36.1358,-86.725
3695333,900 Block Murfreesboro Pike,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/11/22,36.131,-86.7165
3697659,Mm 215 8 I40 E,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,4/8/22,36.1418,-86.6757
3698564,Briley Pkwy & Karen Dr,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,4/20/22,36.1395,-86.7003
3701112,Murfreesboro Pike & Spence Ln,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,5/26/22,36.1358,-86.725
3701169,Briley Pkwy & Glastonbury Rd,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,5/26/22,36.1372,-86.6997
3706258,Murfreesboro Pike & Vultee Blvd,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,7/27/22,36.1261,-86.7104
3708709,Exit 52b I24 W,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,9/12/22,36.1369,-86.7266
3709336,Murfreesboro Pike & Town Park Dr,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,9/22/22,36.1031,-86.6662
3709528,Murfreesboro Pike & Town Park Dr,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,9/26/22,36.1031,-86.6662
3714551,Mm 214 4 I40 E,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,12/13/22,36.1432,-86.7048
3696443,Murfreesboro Pike & Ransom Pl,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/26/22,36.0891,-86.65
3707431,Murfreesboro Pike & Shumate Ln,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,8/26/22,36.0827,-86.6468
3712130,Nashboro Blvd & Doubletree Ln,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/7/22,36.0896,-86.6389
3703332,5000 Block Old Hickory Blvd,Not Hispanic,White,Driver Warned,Male,Other/Unk,7/1/22,36.1946,-86.619
3708559,Andrew Jackson Pkwy & Old Lebanon Dirt R,Not Hispanic,White,Driver Warned,Male,Other/Unk,9/10/22,36.1879,-86.6078
3707720,Elm Hill Pike & Spence Ln,Not Hispanic,White,Driver Warned,Male,Other/Unk,8/31/22,36.144,-86.7226
3704852,Juarez Dr & Old Hickory Blvd,Not Hispanic,White,Driver Warned,Male,Regulatory,7/22/22,36.1924,-86.6162
3695588,Donelson Pike & Hangar Ln,Not Hispanic,White,Driver Warned,Male,Regulatory,3/18/22,36.1167,-86.6682
3691041,2500 Block Lebanon Pike,Not Hispanic,White,Driver Warned,Male,Regulatory,2/4/22,36.1696,-86.6766
3688997,Catina Dr & Thompson Pl,Not Hispanic,White,Driver Warned,Male,Regulatory,1/5/22,36.1273,-86.7039
3699659,00 Block Terminal Dr,Not Hispanic,White,Driver Warned,Male,Regulatory,5/4/22,36.1357,-86.6679
3701730,Murfreesboro Pike & Town Park Dr,Not Hispanic,White,Driver Warned,Male,Regulatory,6/6/22,36.1031,-86.6662
3707444,800 Block Murfreesboro Pike,Not Hispanic,White,Driver Warned,Male,Regulatory,8/26/22,36.1353,-86.724
3713368,Bell Rd & Nashboro Blvd,Not Hispanic,White,Driver Warned,Male,Regulatory,11/27/22,36.0895,-86.6273
3690040,Juarez Dr & Old Hickory Blvd,Not Hispanic,White,Driver Warned,Male,Safety & Equip,1/23/22,36.1924,-86.6162
3704658,Fain St & Fairfield Ave,Not Hispanic,White,Driver Warned,Male,Safety & Equip,7/20/22,36.1516,-86.7567
3713601,Mcgavock Pke & Briley Pkwy N,Not Hispanic,White,Driver Warned,Male,Safety & Equip,11/30/22,36.2166,-86.6924
3715317,00 Block Terminal Dr,Not Hispanic,White,Driver Warned,Male,Seatbelt,12/29/22,36.1357,-86.6679
3692905,Mm 222 0 I40 W,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,2/21/22,36.1694,-86.5797
3707148,Mm 222 2 I40 W,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,8/22/22,36.1692,-86.5765
3710473,3600 Block Old Hickory Blvd,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,10/12/22,36.2415,-86.6335
3705632,Blanton Ave & Murfreesboro Pike,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,8/4/22,36.1386,-86.7315
3696814,Lebanon Pike & Riverstone Blvd,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,3/30/22,36.1705,-86.6535
3697688,Mm 7 2 Briley N,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,4/8/22,36.1531,-86.691
3700801,Mm 10 6 Briley S,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,5/20/22,36.1965,-86.6879
3703549,2400 Block Lebanon Pike,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,7/5/22,36.1692,-86.6821
3707679,Emery Dr & Lakeland Dr,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,8/31/22,36.1568,-86.6739
3700035,Murfreesboro Pike & Wilhagan Rd,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,5/11/22,36.1325,-86.7193
3701182,Briley Pkwy N & Corporate Dr,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,5/26/22,36.136,-86.6987
3702231,700 Block Riverchase Blvd,Not Hispanic,White,Driver Warned,Male,Investigative,6/15/22,36.305,-86.678
3705364,700 Block Myatt Dr,Not Hispanic,White,Driver Warned,Male,Investigative,7/30/22,36.2955,-86.6971
3707805,Bellshire Dr & Dickerson Pike,Not Hispanic,White,Driver Warned,Male,Investigative,9/1/22,36.2593,-86.7578
3711146,Dickerson Pke S & Hillcrest Rd,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,10/24/22,36.2862,-86.7453
3692232,N Graycroft Ave & Old Hickory Blvd W,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,2/17/22,36.2645,-86.7323
3693381,Donna Dr & Old Hickory Blvd W,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,2/28/22,36.2639,-86.7211
3694970,Exit 92 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/11/22,36.2614,-86.738
3696906,Mm 91 8 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/31/22,36.2586,-86.7381
3697298,Mm 91 2 I65 S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,4/5/22,36.2506,-86.7411
3697788,Mm 92 2 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,4/10/22,36.2645,-86.7376
3700221,Mm 92 0 I65 S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,5/14/22,36.2623,-86.7382
3700730,Mm 93 4 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,5/19/22,36.2817,-86.7321
3703864,Mm 91 8 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,7/14/22,36.2586,-86.7381
3708131,Mm 91 4 I65 S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,9/6/22,36.2532,-86.7394
3708925,Mm 93 4 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,9/16/22,36.2817,-86.7321
3711286,Mm 92 2 I65 S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,10/25/22,36.2646,-86.7378
3712170,Mm 92 4 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/8/22,36.2672,-86.737
3712491,Mm 91 6 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/11/22,36.2559,-86.7384
3712983,Mm 91 4 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/18/22,36.2532,-86.7392
3714019,Mm 91 6 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,12/5/22,36.2559,-86.7384
3714481,Mm 91 4 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,12/12/22,36.2532,-86.7392
3715211,Old Hickory Blvd W & Peggy St,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,12/27/22,36.2636,-86.7166
3707593,Exit 90a I65 S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,8/30/22,36.2443,-86.7476
3714936,Briley Pkwy W & Dickerson Pke,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,12/20/22,36.2414,-86.7572
3694543,Berkley Dr & Gallatin Pike S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/1/22,36.2467,-86.7212
3693483,Emmitt Ave & Gallatin Pike S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/1/22,36.2532,-86.7168
3694903,Emmitt Ave & Gallatin Pike S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/11/22,36.2532,-86.7168
3695438,Mm 14 4 Briley W,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/16/22,36.2345,-86.7218
3702599,Emmitt Ave & Gallatin Pike S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,6/21/22,36.2532,-86.7168
3707284,Emmitt Ave & Gallatin Pike S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,8/16/22,36.2532,-86.7168
3691028,Delaware Ave & N Dupont Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,2/3/22,36.2679,-86.7034
3694698,Delaware Ave & Dupont Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/9/22,36.2662,-86.7038
3696727,300 Block E Old Hickory Blvd,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/29/22,36.2626,-86.7069
3698458,100 Block Gallatin Pike N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,4/19/22,36.2639,-86.7119
3694409,Mm 94 0 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/7/22,36.2882,-86.7252
3701053,Myatt Dr & Spring Branch Dr,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,5/25/22,36.2938,-86.6964
3701272,Mm 93 8 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,5/28/22,36.2859,-86.7277
3703380,Mm 94 2 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,7/1/22,36.2909,-86.722
3705149,Mm 94 0 I65 N,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,7/28/22,36.2882,-86.7252
3713599,Alta Loma Rd & Alta Loma Rd,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/30/22,36.2938,-86.7037
3695877,Mm 40 6 I24 W,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/21/22,36.2753,-86.7979
3695850,Mm 40 0 I24 W,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/21/22,36.2829,-86.8052
3696988,Mm 41 0 I24 W,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,4/1/22,36.2707,-86.7938
3689975,Brick Church Pike & Briley Pkwy Entry W,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,1/21/22,36.2391,-86.7808
3693362,Brick Church Pike & Chesapeake Dr,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,2/28/22,36.2461,-86.7793
3694701,Darbytown Dr & Dickerson Pike,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/9/22,36.2669,-86.7566
3706677,Mm 16 8 Briley E,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,8/16/22,36.2414,-86.7634
3708872,Doverside Dr & Oakview Dr,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,9/15/22,36.2415,-86.7668
3710349,Mm 89 0 I65 S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,10/7/22,36.2304,-86.7713
3705526,N Graycroft Ave & Old Hickory Blvd W,Not Hispanic,White,Driver Warned,Male,Other/Unk,8/2/22,36.2645,-86.7323
3704856,600 Block Old Hickory Blvd W,Not Hispanic,White,Driver Warned,Male,Regulatory,7/22/22,36.2644,-86.7295
3693940,100 Block Rio Vista Dr,Not Hispanic,White,Driver Warned,Male,Regulatory,3/4/22,36.2636,-86.6808
3712642,600 Block S Gallatin Pike,Not Hispanic,White,Driver Warned,Male,Regulatory,11/15/22,36.2573,-86.714
3699802,Myatt Dr & Spring Branch Dr,Not Hispanic,White,Driver Warned,Male,Regulatory,5/5/22,36.2938,-86.6964
3690781,Dickerson Pike & Old Hickory Blvd,Not Hispanic,White,Driver Warned,Male,Regulatory,1/31/22,36.2693,-86.7557
3699985,Boyds Hilltop Dr & Old Hickory Blvd W,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,5/10/22,36.2642,-86.7352
3699987,900 Block Old Hickory Blvd W,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,5/10/22,36.2684,-86.7518
3713371,Old Hickory Blvd W & Walker St,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,11/27/22,36.2638,-86.7195
3714027,Mm 92 2 I65 N,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,12/5/22,36.2645,-86.7376
3714028,Mm 92 6 I65 N,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,12/5/22,36.2699,-86.7365
3694347,Berkley Dr & Gallatin Pike S,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,2/1/22,36.2467,-86.7212
3689052,Delaware Ave & N Dupont Ave,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,1/5/22,36.2679,-86.7034
3709659,Cloverland Dr & Edmondson Pike,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,9/21/22,36.0305,-86.744
3710820,Old Hickory Blvd & Valley View Rd,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,10/13/22,36.0406,-86.7711
3711792,Old Hickory Blvd & Valley View Rd,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/1/22,36.0406,-86.7711
3712884,Old Hickory Blvd & Valley View Rd,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/16/22,36.0406,-86.7711
3692193,12th Ave S & Horton Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,2/16/22,36.1404,-86.7875
3701417,10th Ave S & W Grove Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,5/31/22,36.1346,-86.785
3706573,Beech Ave & Wedgewood Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,8/16/22,36.1343,-86.7806
3707859,12th Ave S & Acklen Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,9/1/22,36.1338,-86.7888
3690476,16th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,1/21/22,36.1596,-86.7963
3690481,17th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,1/26/22,36.1588,-86.7982
3690935,20th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,1/27/22,36.1571,-86.8036
3691135,19th Ave N & Hayes St,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,2/5/22,36.1533,-86.7982
3691683,20th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,2/8/22,36.1571,-86.8036
3691697,1500 Block Demonbreun St,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,2/11/22,36.1534,-86.7888
3693641,17th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/2/22,36.1588,-86.7982
3693640,17th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/2/22,36.1588,-86.7982
3694515,20th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/8/22,36.1571,-86.8036
3696233,14th Ave S & Demonbreun St,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/24/22,36.1536,-86.7884
3696892,17th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/24/22,36.1588,-86.7982
3696960,14th Ave S & Mcgavock St,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,4/1/22,36.1546,-86.789
3696977,14th Ave N & Hynes St,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,4/1/22,36.1592,-86.7927
3698931,17th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,4/20/22,36.1588,-86.7982
3700460,17th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,4/28/22,36.1588,-86.7982
3700732,Mm 209 0 I40 E,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,5/19/22,36.1575,-86.7907
3700844,17th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,5/20/22,36.1588,-86.7982
3704954,17th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,7/5/22,36.1588,-86.7982
3704955,17th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,7/5/22,36.1588,-86.7982
3703895,Division St & Music Sq W,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,7/10/22,36.152,-86.7929
3705098,17th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,7/27/22,36.1588,-86.7982
3708994,21st Ave S & Broadway,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,9/17/22,36.1485,-86.7991
3711527,1500 Block Demonbreun St,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,10/28/22,36.1535,-86.7885
3696228,25th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,3/24/22,36.1553,-86.8121
3703476,31st Ave N & Poston Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,7/2/22,36.1446,-86.8165
3705104,25th Ave N & Charlotte Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,7/27/22,36.1553,-86.8121
3706614,Rains Ave & Wedgewood Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,8/16/22,36.1329,-86.765
3706615,Rains Ave & Wedgewood Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,8/16/22,36.1329,-86.765
3711159,Kirkwood Av & 10th Av S,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,10/24/22,36.1197,-86.7873
3712876,12th Av S & Paris Av,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/15/22,36.1217,-86.7903
3712723,12th Ave S & Linden Ave,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,11/15/22,36.1276,-86.7891
3708734,Charlotte Pike & White Bridge Pike,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,9/13/22,36.1502,-86.858
3710180,40th Ave N & Park Ave,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,10/2/22,36.1514,-86.8338
3713520,5500 Block Charlotte Pke,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,11/28/22,36.1511,-86.8544
3715404,Mm 204 0 I40 E,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,12/30/22,36.1527,-86.8558
3691680,Mm 2 2 I440 E,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,2/9/22,36.1267,-86.8149
3705776,Mm 2 6 I440 E,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,8/7/22,36.1234,-86.8088
3698447,7000 Block Old Harding Pike,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,4/19/22,36.0734,-86.9242
3698209,Mm 192 0 I40 E,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,4/16/22,36.0771,-87.0302
3701859,Mm 204 2 I40 E,Not Hispanic,Black,Driver Warned,Male,Other/Unk,5/28/22,36.1533,-86.8519
3689069,Briley Pkwy N & Centennial Blvd,Not Hispanic,Black,Driver Warned,Male,Parking,1/5/22,36.1714,-86.8691
3703512,38th Ave N & Charlotte Ave,Not Hispanic,Black,Driver Warned,Male,Regulatory,7/4/22,36.1526,-86.8302
3694741,Georgia Ave & Urbandale Ave,Not Hispanic,Black,Driver Warned,Male,Safety & Equip,3/10/22,36.1548,-86.8536
3689136,51st Ave N & Tennessee Ave,Not Hispanic,Black,Driver Warned,Male,Vehicle Equipment Violation,1/9/22,36.161,-86.849
3695165,Mm 81 0 I65 N,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,3/14/22,36.1291,-86.7729
3715078,Conference Dr & Vietnam Veterans Blvd S,Not Hispanic,Black,Driver Warned,Male,Investigative,12/22/22,36.3075,-86.6947
3696001,400 Block Church St,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,3/22/22,36.3284,-86.7124
3701113,1200 Block Dickerson Pike S,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,5/26/22,36.2914,-86.7363
3705547,Roscoe St & S Main St,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,8/3/22,36.3173,-86.7132
3707599,Conference Dr & Vietnam Veterans Blvd S,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,8/30/22,36.3075,-86.6947
3695314,33rd Ave N & Batavia St,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,3/16/22,36.1603,-86.8253
3695539,200 Block Crossings Pl,Not Hispanic,Black,Driver Warned,Male,Regulatory,3/18/22,36.0444,-86.6483
3700797,N 1st St & Spring St,Not Hispanic,Black,Driver Arrested,Male,Investigative,5/19/22,36.1769,-86.7746
3709378,1st Ave S & Demonbreun St,Not Hispanic,Black,Driver Arrested,Male,Moving Traffic Violation,9/23/22,36.1603,-86.7731
3705671,8th Ave S & Broadway,Not Hispanic,Black,Driver Arrested,Male,Moving Traffic Violation,8/5/22,36.1589,-86.7821
3697300,Mm 47 0 I24 E,Not Hispanic,Black,Driver Arrested,Male,Moving Traffic Violation,4/5/22,36.1875,-86.7758
3698477,Academy Sq & Lindsley Ave,Not Hispanic,Black,Driver Arrested,Male,Moving Traffic Violation,4/20/22,36.1526,-86.7684
3689063,Jefferson St & Rosa L Parks Blvd,Not Hispanic,Black,Driver Arrested,Male,Regulatory,1/5/22,36.1733,-86.7914
3689592,8th Ave S & Palmer Pl,Not Hispanic,Black,Driver Arrested,Male,Vehicle Equipment Violation,1/11/22,36.1535,-86.7794
3697167,4th Ave S & Lafayette St,Not Hispanic,Black,Driver Arrested,Male,Vehicle Equipment Violation,3/30/22,36.1518,-86.7712
3695214,Gallatin Ave & Petway Ave,Not Hispanic,Black,Driver Arrested,Male,Investigative,3/14/22,36.1867,-86.7472
3690012,Gallatin Ave & Mckennie Ave,Not Hispanic,Black,Driver Arrested,Male,Moving Traffic Violation,1/22/22,36.1919,-86.7448
3695439,700 Block Gallatin Ave,Not Hispanic,Black,Driver Arrested,Male,Moving Traffic Violation,3/17/22,36.1834,-86.7486
3704213,Strouse Ave & Trevecca Ave,Not Hispanic,Black,Driver Arrested,Male,Moving Traffic Violation,7/10/22,36.1943,-86.7451
3699656,900 Block Gallatin Ave,Not Hispanic,Black,Driver Arrested,Male,Moving Traffic Violation,5/4/22,36.187,-86.747
3707813,Mm 49 2 I24 W,Not Hispanic,Black,Driver Arrested,Male,Moving Traffic Violation,9/1/22,36.1604,-86.7603
3690990,Dickerson Pike & Hart Ln,Not Hispanic,Black,Driver Arrested,Male,Moving Traffic Violation,2/3/22,36.2217,-86.7617
3708389,Dickerson Pike & Hillhurst Dr,Not Hispanic,Black,Driver Arrested,Male,Moving Traffic Violation,9/8/22,36.2259,-86.7602
3696402,2800 Block Dickerson Pike,Not Hispanic,Black,Driver Arrested,Male,Moving Traffic Violation,3/25/22,36.2177,-86.763
3701276,800 Block Dickerson Pike,Not Hispanic,Black,Driver Arrested,Male,Moving Traffic Violation,5/28/22,36.1864,-86.7735
3702795,Dickerson Pike & Lorraine Ave,Not Hispanic,Black,Driver Arrested,Male,Regulatory,6/24/22,36.2174,-86.7632
3689636,2800 Block Dickerson Pike,Not Hispanic,Black,Driver Arrested,Male,Regulatory,1/14/22,36.218,-86.7629
