UNIQID,address,ethnicity,race,outcome,sex,Type,Dt,latitude,longitude
3704817,Charlotte Pike & Davidson Dr,Not Hispanic,White,Driver Cited,Female,Moving Traffic Violation,7/22/22,36.1295,-86.9033
3699988,Charlotte Pike & Davidson Dr,Hispanic,White,Driver Warned,Male,Moving Traffic Violation,5/10/22,36.1295,-86.9033
3709333,Charlotte Pike & Davidson Dr,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,9/22/22,36.1295,-86.9033
3709475,Charlotte Pike & Davidson Dr,Not Hispanic,White,Driver Warned,Male,Vehicle Equipment Violation,9/22/22,36.1295,-86.9033
3701318,Charlotte Pike & Davidson Dr,Not Hispanic,White,Driver Cited,Male,Safety & Equip,5/29/22,36.1295,-86.9033
3708716,6900 Block Charlotte Pike,Not Hispanic,Asian,Driver Warned,Female,Moving Traffic Violation,9/13/22,36.1302,-86.9005
3712270,500 Block 2nd Ave S,Not Hispanic,White,Driver Cited,Male,Moving Traffic Violation,11/9/22,36.1567,-86.7719
3712272,500 Block 2nd Ave S,Not Hispanic,White,Driver Cited,Male,Moving Traffic Violation,11/9/22,36.1567,-86.7719
3712273,500 Block 2nd Ave S,Hispanic,White,Driver Cited,Female,Moving Traffic Violation,11/9/22,36.1567,-86.7719
3712277,500 Block 2nd Ave S,Not Hispanic,Black,Driver Cited,Female,Moving Traffic Violation,11/9/22,36.1567,-86.7719
3698655,500 Block 2nd Ave S,Not Hispanic,Unknown,Driver Warned,Male,Moving Traffic Violation,4/21/22,36.1567,-86.7719
3703581,500 Block 2nd Ave S,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,7/6/22,36.1567,-86.7719
3703157,500 Block 2nd Ave S,Not Hispanic,White,Driver Cited,Male,Moving Traffic Violation,6/29/22,36.1567,-86.7719
3696696,500 Block 2nd Ave S,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,3/29/22,36.1567,-86.7719
3703394,500 Block 2nd Ave S,Not Hispanic,White,Driver Cited,Female,Moving Traffic Violation,7/1/22,36.1567,-86.7719
3705554,500 Block 2nd Ave S,Not Hispanic,White,Driver Cited,Female,Moving Traffic Violation,8/3/22,36.1567,-86.7719
3702690,10th Ave N & Broadway,Not Hispanic,White,Driver Warned,Female,Moving Traffic Violation,6/14/22,36.158,-86.7842
3702688,10th Ave N & Broadway,Not Hispanic,White,Driver Warned,Female,Moving Traffic Violation,6/14/22,36.158,-86.7842
3699231,10th Ave N & Broadway,Not Hispanic,White,Driver Cited,Male,Moving Traffic Violation,4/29/22,36.158,-86.7842
3702563,10th Ave N & Broadway,Not Hispanic,Unknown,Driver Cited,Male,Moving Traffic Violation,6/14/22,36.158,-86.7842
3696616,10th Ave N & Broadway,Not Hispanic,Black,Driver Cited,Male,Moving Traffic Violation,3/25/22,36.158,-86.7842
3705540,10th Ave N & Broadway,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,8/2/22,36.158,-86.7842
3704661,10th Ave N & Broadway,Not Hispanic,Black,Driver Warned,Female,Safety & Equip,7/20/22,36.158,-86.7842
3704093,10th Ave N & Broadway,Not Hispanic,White,Driver Cited,Male,Moving Traffic Violation,7/2/22,36.158,-86.7842
3709146,10th Ave N & Broadway,Not Hispanic,White,Driver Cited,Male,Moving Traffic Violation,8/31/22,36.158,-86.7842
3706145,10th Ave N & Broadway,Not Hispanic,Black,Driver Cited,Male,Moving Traffic Violation,8/10/22,36.158,-86.7842
3707107,10th Ave N & Broadway,Not Hispanic,Black,Driver Warned,Male,Moving Traffic Violation,8/9/22,36.158,-86.7842
3706305,10th Ave N & Broadway,Not Hispanic,White,Driver Cited,Female,Regulatory,8/8/22,36.158,-86.7842
3697116,10th Ave N & Broadway,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,4/2/22,36.158,-86.7842
3704130,10th Ave N & Broadway,Not Hispanic,White,Driver Warned,Male,Moving Traffic Violation,7/12/22,36.158,-86.7842
3709979,10th Ave N & Broadway,Not Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/26/22,36.158,-86.7842
3709981,10th Ave N & Broadway,Not Hispanic,Black,Driver Cited,Male,Vehicle Equipment Violation,9/26/22,36.158,-86.7842
3704616,10th Ave N & Broadway,Not Hispanic,White,Driver Cited,Male,Moving Traffic Violation,7/20/22,36.158,-86.7842
3704617,10th Ave N & Broadway,Not Hispanic,Black,Driver Cited,Male,Moving Traffic Violation,7/20/22,36.158,-86.7842
3709938,10th Ave N & Broadway,Not Hispanic,Black,Driver Cited,Male,Moving Traffic Violation,9/22/22,36.158,-86.7842
3699999,10th Ave N & Broadway,Not Hispanic,White,Driver Arrested,Male,Safety & Equip,5/10/22,36.158,-86.7842
3703155,10th Ave N & Broadway,Not Hispanic,White,Driver Cited,Male,Moving Traffic Violation,6/29/22,36.158,-86.7842
3696638,10th Ave N & Broadway,Not Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/18/22,36.158,-86.7842
3696639,10th Ave N & Broadway,Not Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/18/22,36.158,-86.7842
3706655,10th Ave N & Broadway,Not Hispanic,White,Driver Cited,Female,Moving Traffic Violation,8/9/22,36.158,-86.7842
3706656,10th Ave N & Broadway,Not Hispanic,White,Driver Cited,Female,Moving Traffic Violation,8/9/22,36.158,-86.7842
3712402,2nd Ave S & Broadway,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,11/10/22,36.1619,-86.7752
3689678,1100 Block Broadway,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,1/17/22,36.1571,-86.7862
3693053,9th Ave N & Broadway,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/18/22,36.1586,-86.7828
3694001,6th Ave S & Broadway,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/5/22,36.1599,-86.7799
3703681,6th Ave S & Broadway,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,7/6/22,36.1599,-86.7799
3704766,10th Ave N & Broadway,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,7/15/22,36.158,-86.7842
3698499,4th Ave S & Lea Ave,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,4/19/22,36.1547,-86.7731
3715109,500 Block 2nd Av S,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,12/22/22,36.1567,-86.7719
3699424,W Eastland Ave & Laurent St,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,5/2/22,36.1842,-86.753
3701119,700 Block Main St,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,5/26/22,36.1746,-86.7607
3714143,Mm 48 0 I24 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,12/7/22,36.1744,-86.7707
3689010,Mm 49 2 I24 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,1/5/22,36.1604,-86.7603
3705191,S 5th St & James Robertson Pkwy,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,7/28/22,36.1728,-86.7653
3700422,Mm 87 4 I65 N,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,5/17/22,36.2078,-86.7761
3706731,Mm 87 4 I65 N,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,8/17/22,36.2078,-86.7761
3707180,Mm 87 0 I65 N,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,8/24/22,36.2008,-86.7765
3709060,Mm 89 8 I65 N,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/19/22,36.2371,-86.7595
3690575,Ellington Pkwy S & Hart Ln,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,1/29/22,36.2183,-86.7475
3705981,1500 Block Dickerson Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,8/8/22,36.2003,-86.7698
3708180,2800 Block Dickerson Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,8/29/22,36.2177,-86.763
3711162,Mm 14 4 Briley E,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,10/24/22,36.2343,-86.7219
3708510,Andrew Jackson Pkwy & Des Moines Dr,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/8/22,36.2096,-86.602
3691208,Mm 222 2 I40 E,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/7/22,36.1691,-86.5765
3696537,Mm 219 8 I40 E,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/28/22,36.1629,-86.6175
3702240,Lebanon Pike & Old Hickory Blvd,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,6/8/22,36.1983,-86.6201
3693112,Old Hickory Blvd & Rachels Ln,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/22/22,36.2125,-86.6227
3693429,Old Hickory Blvd & Rachels Ln,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/28/22,36.2125,-86.6227
3695956,400 Block Pitts Ave,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/22/22,36.2383,-86.6307
3715113,Old Hickory Blvd & Rachels Ln,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,12/22/22,36.2125,-86.6227
3689931,Mm 213 6 I40 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,1/21/22,36.1407,-86.7219
3696795,Lebanon Pike & Lynmeade Dr,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/24/22,36.1612,-86.7018
3693523,Mm 51 8 I24 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/1/22,36.1383,-86.7268
3707985,Mm 51 8 I24 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/2/22,36.1383,-86.7268
3713310,Mm 219 0 I40 E,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,11/25/22,36.156,-86.6286
3715118,Mm 219 0 I40 E,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,12/22/22,36.156,-86.6286
3690849,Mm 10 0 Briley N,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/1/22,36.1875,-86.6893
3690850,Briley Pkwy N & Opry Mills Dr,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/1/22,36.1972,-86.6879
3691817,Briley Pkwy N & Opry Mills Dr,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/13/22,36.1972,-86.6879
3696212,Mm 13 4 Briley E,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/24/22,36.2354,-86.7045
3702549,Briley Pkwy N & Opry Mills Dr,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,6/21/22,36.1972,-86.6879
3706986,Elm Hill Pike & Mcgavock Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,8/20/22,36.153,-86.6833
3709751,Briley Pkwy N & Opry Mills Dr,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/28/22,36.1972,-86.6879
3712113,Mm 12 0 Briley N,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,11/7/22,36.2155,-86.6922
3714109,200 Block Donelson Pke,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,12/3/22,36.161,-86.6643
3715013,Mm 218 4 I40 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,12/20/22,36.1512,-86.6368
3696870,1300 Block Vultee Blvd,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/23/22,36.1246,-86.6988
3699949,Murfreesboro Pike & Smith Springs Rd,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,5/9/22,36.0962,-86.6554
3700798,Murfreesboro Pike & Smith Springs Rd,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,5/18/22,36.0962,-86.6554
3705257,Kermit Dr & Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,7/21/22,36.1218,-86.7047
3707984,Airways Blvd & Briley Pkwy N,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/2/22,36.1299,-86.6951
3704108,Murfreesboro Pike & Nashboro Blvd,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,6/30/22,36.0869,-86.6487
3703986,Brooksboro Pl & Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,7/11/22,36.0837,-86.6472
3712901,Castlegate Dr & Lake Terrace Dr,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,11/16/22,36.081,-86.6109
3690708,Brooksboro Pl & Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Regulatory,1/29/22,36.0837,-86.6472
3691091,Murfreesboro Pike & Transit Ave,Hispanic,White,Driver Cited,Male,Vehicle Equipment Violation,1/28/22,36.1408,-86.7382
3709992,Flintlock Ct & Nashboro Blvd,Hispanic,White,Driver Cited,Male,Vehicle Equipment Violation,9/27/22,36.089,-86.6364
3695002,700 Block Old Hickory Blvd W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/12/22,36.2643,-86.7341
3703159,1000 Block Old Hickory Blvd,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,6/29/22,36.2685,-86.7522
3690816,Fant Industrial Dr & Myatt Dr,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/1/22,36.2806,-86.6915
3696123,Canton Pass & Cheyenne Blvd,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/23/22,36.2497,-86.6702
3701123,Myatt Blvd & Myatt Dr,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,5/26/22,36.2819,-86.6919
3710033,E Old Hickory Blvd & Rio Vista Dr,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/29/22,36.2625,-86.681
3712459,N Gallatin Pike & Alta Loma Rd,Hispanic,White,Driver Cited,Male,Vehicle Equipment Violation,11/11/22,36.2932,-86.7024
3695280,Barrington Place Dr & Old Hickory Blvd,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/15/22,36.0398,-86.754
3696367,12th Ave S & Edgehill Ave,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/25/22,36.1427,-86.787
3705889,12th Ave S & Edgehill Ave,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,8/8/22,36.1427,-86.787
3706032,12th Ave S & Edgehill Ave,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,8/8/22,36.1427,-86.787
3692551,18th Ave N & Charlotte Ave,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/18/22,36.1581,-86.7999
3700834,18th Ave N & Charlotte Ave,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,5/20/22,36.1581,-86.7999
3695599,28th Ave N & West End Ave,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/18/22,36.1451,-86.8124
3700295,Mm 4 0 I440 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,5/16/22,36.1163,-86.789
3705944,Nolensville Pike & Persia Way,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,8/8/22,36.0226,-86.7123
3692342,4000 Block Nolensville Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/15/22,36.0834,-86.7275
3694017,Harding Pl & Shadescrest Dr,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/21/22,36.0771,-86.7366
3696809,Edmondson Pike & Nolensville Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/30/22,36.0771,-86.7256
3699642,Danby Dr & Harding Pl,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,5/3/22,36.0786,-86.7452
3703795,Danby Dr & Harding Pl,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,7/7/22,36.0786,-86.7452
3706134,Harding Pl & Nolensville Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,8/2/22,36.0797,-86.7263
3710111,Danby Dr & Harding Pl,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/26/22,36.0786,-86.7452
3710113,Danby Dr & Harding Pl,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/26/22,36.0786,-86.7452
3710151,Danby Dr & Harding Pl,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/28/22,36.0786,-86.7452
3710149,Danby Dr & Harding Pl,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/28/22,36.0786,-86.7452
3709911,Harding Pl & Nolensville Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/28/22,36.0797,-86.7263
3715451,Danby Dr & Harding Pl,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,12/30/22,36.0786,-86.7452
3693915,Edmondson Pike & Old Hickory Blvd,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/4/22,36.04,-86.7435
3689424,Mm 1 8 I440 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,1/12/22,36.1322,-86.8182
3693585,Belmont Blvd & Clayton Ave,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/2/22,36.1188,-86.7962
3693587,Beechwood Ave & Belmont Blvd,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/2/22,36.1258,-86.794
3694307,Belmont Blvd & Clayton Ave,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/7/22,36.1188,-86.7962
3705316,Mm 3 0 I440 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,7/30/22,36.12,-86.8022
3714447,Mm 2 0 I440 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,12/11/22,36.1296,-86.8165
3697505,Mm 88 6 I65 S,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,4/7/22,36.2236,-86.7745
3698015,Mm 87 6 I65 S,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,4/13/22,36.2111,-86.7759
3698326,Mm 88 0 I65 S,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,4/18/22,36.2152,-86.7754
3701947,Mm 88 6 I65 S,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,6/9/22,36.2236,-86.7745
3703796,Mm 87 8 I65 S,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,7/8/22,36.2135,-86.7756
3714176,Mm 87 0 I65 S,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,12/7/22,36.2007,-86.7767
3699610,Clarksville Pike & Stevens Ln,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,5/4/22,36.238,-86.8308
3706000,5400 Block Ashland City Hwy,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,8/8/22,36.2046,-86.9433
3706458,5200 Block Ashland City Hwy,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,8/14/22,36.2094,-86.9312
3710028,2700 Block Tucker Rd,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/30/22,36.2056,-86.8219
3690239,Great Circle Rd & Rosa L Parks Blvd,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,1/26/22,36.1937,-86.807
3690285,2900 Block Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,1/25/22,36.0636,-86.6269
3693421,2900 Block Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/28/22,36.0636,-86.6269
3696867,2900 Block Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/28/22,36.0636,-86.6269
3700480,2900 Block Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,5/4/22,36.0636,-86.6269
3702610,Murfreesboro Pike & Pin Hook Rd,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,6/17/22,36.0505,-86.6147
3705841,2900 Block Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,8/2/22,36.0636,-86.6269
3707232,2900 Block Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,8/24/22,36.064,-86.6275
3693072,Bakertown Rd & Haywood Ln,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/23/22,36.07,-86.6856
3705089,Oak Barrel Dr & Una Antioch Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,7/27/22,36.0822,-86.6518
3709490,Cummings Park Dr & Richards Rd,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/21/22,36.069,-86.6812
3689869,Mt View Rd & Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,1/19/22,36.0543,-86.6187
3693055,Mt View Rd & Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/16/22,36.0543,-86.6187
3692445,Mm 61 4 I24 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/18/22,36.0241,-86.6313
3692671,Mm 60 6 I24 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/19/22,36.0338,-86.642
3693394,Bell Rd & Zelida Ave,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/28/22,36.055,-86.6424
3696541,Mm 60 6 I24 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/28/22,36.0338,-86.642
3697236,Mm 61 4 I24 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,4/4/22,36.0241,-86.6313
3697600,Mt View Rd & Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,4/8/22,36.0543,-86.6187
3702344,3000 Block Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,6/17/22,36.0622,-86.6258
3704700,Mt View Rd & Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,7/21/22,36.0543,-86.6187
3712084,Mm 59 2 I24 W,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,11/7/22,36.0464,-86.6607
3691533,Mm 59 0 I24 E,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/10/22,36.0477,-86.6632
3692669,Mm 62 0 I24 E,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/19/22,36.019,-86.6257
3696550,Mm 59 0 I24 E,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,3/28/22,36.0477,-86.6632
3710757,Mm 59 0 I24 E,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,9/7/22,36.0477,-86.6632
3699809,Hartford Dr & Thompson Ln,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,5/5/22,36.1098,-86.7335
3700559,Mm 7 0 I440 E,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,5/18/22,36.1244,-86.737
3702116,Blanton Ave & Murfreesboro Pike,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,6/13/22,36.1386,-86.7315
3704761,Nolensville Pike & Thompson Ln,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,7/20/22,36.1109,-86.7452
3692370,Mm 54 0 I24 E,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/17/22,36.1062,-86.7188
3692375,Averitt Express Dr & Briley Pkwy S,Hispanic,White,Driver Cited,Male,Moving Traffic Violation,2/17/22,36.1106,-86.7164
3700680,Interstate Dr & Woodland St,Unknown,Unknown,Driver Warned,Unknown,Regulatory,5/18/22,36.1704,-86.7684
3692779,Dickerson Pike & Douglas Ave,Unknown,Unknown,Driver Warned,Unknown,Investigative,2/20/22,36.1944,-86.7724
3705429,Chicamauga Ave & Gallatin Ave,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,8/1/22,36.1847,-86.748
3702833,Broadmoor Dr & Dickerson Pike,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,6/26/22,36.2294,-86.7593
3711594,Gordon Ter & Gerald St,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,10/29/22,36.2114,-86.7614
3697883,Gallatin Pike & Kirkland Ave,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,4/12/22,36.2089,-86.7346
3702339,Briley Pkwy E & Gallatin Pike,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,6/9/22,36.235,-86.7248
3699311,Exit 8 Briley N,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,4/29/22,36.1646,-86.6883
3705652,Mm 12 4 Briley S,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,8/4/22,36.2218,-86.6938
3711027,Briley Pkwy N & Mcgavock Pke,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,10/20/22,36.2166,-86.6924
3697880,Murfreesboro Pike & Una Antioch Pike,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,4/11/22,36.0869,-86.6487
3713251,Bell Rd & Harbor Lights Dr,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,11/24/22,36.0939,-86.6249
3693272,Mm 94 0 I65 S,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,2/25/22,36.2883,-86.7253
3701734,Mm 92 6 I65 S,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,6/6/22,36.2699,-86.7366
3691692,Mm 91 0 I65 N,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,2/11/22,36.2482,-86.7426
3703440,Delaware Ave & N Dupont Ave,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,7/1/22,36.2679,-86.7034
3714247,Mm 88 2 I65 S,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,12/8/22,36.2177,-86.7751
3706185,Clarksville Pike & Kings Ln,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,8/11/22,36.2185,-86.837
3709615,Lagrange Dr & Snell Blvd,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,9/27/22,36.18,-86.8386
3692980,10th Ave N & Rosa L Parks Blvd,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,2/23/22,36.1937,-86.807
3700317,21st Ave N & Jefferson St,Unknown,Unknown,Driver Warned,Unknown,Vehicle Equipment Violation,5/16/22,36.1691,-86.8096
3702261,Harding Pl & Tampa Dr,Unknown,Unknown,Driver Warned,Unknown,Investigative,6/15/22,36.0827,-86.7105
3704883,Antioch Pike & Blue Hole Rd,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,7/23/22,36.0602,-86.6728
3704998,Brook Hollow Rd & Charlotte Pike,Unknown,Unknown,Driver Warned,Unknown,Moving Traffic Violation,7/25/22,36.1358,-86.8852
3704090,Dominican Dr & Rosa L Parks Blvd,Unknown,Unknown,Driver Warned,Unknown,Other/Unk,7/12/22,36.1879,-86.7985
3713635,Mm 211 0 I40 W,Not Hispanic,Black,Driver Warned,Unknown,Moving Traffic Violation,11/30/22,36.1546,-86.7593
3697006,Alhambra Cir & Dickerson Pike,Not Hispanic,Other,Driver Warned,Unknown,Investigative,4/1/22,36.22,-86.7623
3693834,3rd Ave N & Church St,Unknown,Unknown,Driver Cited,Male,Moving Traffic Violation,2/24/22,36.1642,-86.7777
3695603,3rd Ave N & Broadway,Unknown,Unknown,Driver Cited,Male,Moving Traffic Violation,3/10/22,36.1615,-86.776
3705249,3rd Ave N & Broadway,Unknown,Unknown,Driver Cited,Male,Moving Traffic Violation,7/21/22,36.1615,-86.776
3691987,6th Ave S & Lafayette St,Unknown,Unknown,Driver Cited,Male,Moving Traffic Violation,1/27/22,36.1533,-86.7757
3691529,7th Ave N & Broadway,Unknown,Unknown,Driver Cited,Male,Moving Traffic Violation,2/9/22,36.1594,-86.7809
3695985,Mm 36 4 I24 E,Unknown,Unknown,Driver Cited,Male,Moving Traffic Violation,3/22/22,36.3184,-86.8443
3712593,3400 Block Hobson Pike,Unknown,Unknown,Driver Cited,Male,Vehicle Equipment Violation,11/14/22,36.1098,-86.5407
3712300,Titans Way & Russell St,Unknown,Unknown,Driver Warned,Male,Moving Traffic Violation,11/9/22,36.167,-86.7741
3698180,Fesslers Ln & Murfreesboro Pike,Unknown,Unknown,Driver Warned,Male,Moving Traffic Violation,4/15/22,36.1428,-86.7444
3699338,Elm Hill Pike & Fesslers Ln,Unknown,Unknown,Driver Warned,Male,Vehicle Equipment Violation,5/1/22,36.1447,-86.744
3709359,E Old Hickory Blvd & Lanier Dr,Unknown,Unknown,Driver Warned,Male,Investigative,9/23/22,36.2634,-86.6965
